,productname,company,idandtype,review_counts,reviewid,date,total_rating,interest_sat,online_sat,prof_sat,service_sat,review
10,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11949,2016. 10. 27.,4.0,4,4,3,5,여러 P2P 업체중에 제일 활발하게 서비스되는거 같아서 맘에 듭니다. 투자 상품도 자주 나오고 또 빠르게 마감도 되네요.  금리도 이만하면 괜찮은것 같고. 요즘같은 저금리시대에 돈 굴릴만한데가 많지 않은데 ... 일반 은행보다 나은듯 싶네요.
11,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11950,2016. 10. 27.,3.75,4,4,3,4,은행 적금 상품 찾아보다가 우연히 P2P 투자쪽을 접하게 되었습니다. 일단 금리면에서 은행권에 비해 강점이 있는것 같네요. 다만 새로운 서비스(?) 인지라 안정성에 대해서는 조금 걱정이긴 합니다. 홈페이지 보니까 그래도 여러건이 진행되는것 같은데 한번 믿고 넣어보려고 합니다. 
12,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11951,2016. 10. 26.,4.5,3,5,5,5,수익률이 높아보이지만 실 수령액은 봐야 알겠죠 ㅎㅎ 맘먹고 투자 하려고 했는데 투자자 등록하라면서 번거로운 과정 있길래 일단 패스 그래도 관심은 계속 두고 보려고 하네요 직접 포트폴리오 짤 수 있다는 게 맘에 드네요
13,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11952,2016. 10. 26.,4.0,3,5,4,4,다른 업체들과 계속 비교중. P2P 자체에 대해서는 아직 회의적인 입장이라 투자하진 않았습니다. 그래도 여기는 적은 돈으로 시작해볼 수 있어서 좋아보이네요. 몇 개월 정도 후기 보고 결정하렵니다.
14,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11953,2016. 10. 26.,4.0,4,3,5,4,"원래 예적금 위주로 목돈만들고, 굴리기만 하다가 P2P투자를 본격적으로 시작하게 됐습니다. 제일 안전한 곳에서 하자는 마음으로 은행통합형인 피플펀드에서 시작하게 된거구요. 아무래도 부실이 생겼을 때 은행에서 직접 추심해주니까 부실 걱정 안해도 돼서 계속 피플펀드에 조금씩 넣고 있어요. 보수적으로 투자하는 편이라 안정성에 대해서 제일 많이 생각하는 편인데, 그런 점에서 만족합니다. 물론 투자자 등록하는 방법이 좀 시간이 걸리긴하지만, 은행과 함께 하는 거라 생각하면 그럴려니 하게 되더라구요. 주위에 많이 추천하고 다닙니다."
15,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11954,2016. 10. 18.,5.0,5,5,5,5,다른 금융기관에서 높은 금리로 대출을 받고 있었는데 대환을 통해 금리부담을 덜게되어서 좋습니다. 금리는 싸고 월 상환방식이라 월급으로 상환해나가면 전체 이자부담이 많이 줄게되어서 편리해요.
16,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11955,2016. 10. 18.,4.25,3,4,5,5,"통장연결하는 과정이 소딧이나 빌리보다는 좀 복잡하지만 그래도 전문성이 느껴지네요. 금리는 루프펀딩이나 테라, 탱크펀드보다는 낮은 편이지만 1만원이라는 적은 금액부터 투자할 수 있다는 장점이 있습니다."
17,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11956,2016. 10. 18.,4.5,5,4,5,4,"적금이나 주식 이외의 투자처를 찾다가 P2P 를 알게 되었습니다. 현재 6개 정도 나누어서 투자를 진행해보고 있는데, 피플펀드는 다른 P2P 와 좀 특별한 점이 많아서 재밌다는 생각이 들었습니다. JB  전북은행과 함께 일해서 그런지, 은행 쪽에서 최종 투자자로 인증오는 전화를 받기도 해서 뭔가 좀 더 신뢰가는 느낌이었습니다. 또, 처음에 좀 복잡해보는 과정들이 많았는데, 튜토리얼 같은 설명이 잘 되어 있어서 편하게 보고 투자를 해보았습니다. 또, 채권자들의 개별 상황들에 대해 잘 정리해놓고 디테일하게 설명해주어 그것 또한 투자를 결정하는 데 큰 도움이 되었어요. 신분증 인식이 잘 안되어서 몇 번 튕겼지만, 한 번 등록하고 나니 채권들 보는 재미가 있고, 소액으로 투자도 가능해서 편하다는 생각이 들었습니다. 아직까지는 매월 이자와 함께 잘 입금 받고 있어서 불편함없이 사용하고 있습니다. 재투자를 알리는 신선한 기획이 자주 있으면 좋겠습니다. 타사를 포함해서 하도 여기저기 하다보니, 어디에 투자를 해놨었는지, 또 할 지 계획하는데 좀 어려움이 있는데 (정산은 개인적으로 관리하지만), 추가 투자를 하고 싶을 때 타사 대비 신선하고 재미있는 알림을 준다면 좋을 것 같네요. "
18,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11957,2016. 10. 14.,4.75,4,5,5,5,"적금을 대체할만한 투자처를 알아 보기 위하여 알아보던 찰라에 P2P투자를 알게 되고 피플펀드를 불러소득을 통해 가입하고 투자 하게 되었습니다.
은행고객중 신용등급이 대체적으로 낮은 사람들의 대출이라 안전하다고 들었습니다. 포트폴리오 형태로 투자 하는 기능이 편하게 되네요. 무엇보다도 개별 채권의 투자 정보가 상세하게 되어 있어 채권 고르기가 편하네요. 또한 은행과 연계되어 있어 심사가 까다로워  안전한데 1만원으로 투자 할수 있어서 분산해서 투자하면  더 안전할것  같네요"
19,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11958,2016. 10. 14.,4.5,4,5,5,4,"현재 8퍼센트를 시작으로 렌딧,어니스트펀드를 거처 여러 업체의  개인신용담보 P2P투자 하고 있는 중인데   피플펀드는 초기 채권수 부족으로 가입을 해두고 투자는 하지 않았으나 아마도 은행고객이다 보니 금리가 낮고 안정적인 채권이라 수가 적었던것 같습니다. 최근에 렌딧이 채권당 최소 투자금액이 1만원으로 올라 가는 바람에 그리고 최근에 금리가 많이 올랐다고 해서  예전에 가입해 두었던 피플 펀드가 생각나서 투자를 시작 하게 되었습니다. 저는 개별 채권의 내용을 보고 나름대로 심사를 하여 채권을 매수 하고 있는데 플랫폼 자체가 렌딧, 8퍼센트 의 채권들 보다 훨씬더 상세한 내용(CB사의 카드정보 등, 신용등급) 을 제공해주어 매수 결정에 도움이 되고 있습니다.  각 채권들을 보니 타 P2P 보다 신용등급이 높은것이 많고 연체율, 총부채상환비율등이 낮은것이 많은 우량 채권이 많아 1만원이상 투자해도 괜찮을 것 같다고 생각 됩니다.  그래서 나오는데로 2만원씩 매수중입니다.
렌딧은 자체 알고리즘에 따라 랜덤하게 채권을 선택 하는데 피플펀드는 고객성향에 따라 다양하게  자동으로 선택 해주는 것이 마음이 들었습니다.
제가 보니 많은 수의 채권들이 연체가 없을 것 같이 안정적인 것이 많았습니다. 기대 수익률 7% 정도로 안정적으로 투자 하실 분은 피플펀드도 괜찮을것 같아 투자 하려고 합니다. 
 "
20,16303채권 (생활비 목적),peoplefund,1000P2PINVEST,21,11959,2016. 10. 13.,4.0,5,5,3,3,"현재 피플펀드에서 1건의 투자를
계획중에 있습니다. 안정적인 담보를 바탕으로 중수익의 수익을 낼 수 있어 좋은 투자처가 될 것 같습니다. "
21,빅마마피자,funda,1007P2PINVEST,8,12086,2016. 06. 30.,4.75,4,5,5,5,기준금리 및 은행 예적금 금리가 낮아 대안을 찾아보다 P2P대출 시장을 알게되었습니다. 처음에는 낮선 분야이기에 투자를 망설이실지도 모릅니다. 저도 그랬으니까요. 하지만 소액으로 꾸준히 투자해보면서 상환이 지속적으로 잘 이루어는 것을 보며 현재는 믿고 투자하고 있습니다. 다만 P2P대출 분야는 분명 은행의 예적금과 같이 원금보장이 되는 상품과는 구별되는 투자상품입니다. 따라서 언제 어떤 상품이 연체/부도 가능성이 항시 존재합니다. 따라서 모든 금액을 한 상품에 투자하면 위험도가 큽니다. 최대한 적게 금액을 분할하여 여러 상품에 분산 투자하는 것을 추천드립니다. 
22,빅마마피자,funda,1007P2PINVEST,8,12087,2016. 05. 20.,3.75,5,4,3,3,"P2P여러 곳을 소액투자 하고 있습니다. 펀다도 66호 카니발피자부터 시작해서 투자를 진행하고 있는데요. 연체없이 상환이 된다는 점이 가장 좋습니다. 타 업체의 경우 연체가 발생해서 골치아팠는데.. 펀다는 아직 그런 문제가 발생하지 않았다는 점이 맘에 듭니다. 하지만, P2P투자는 연체가 발생할 수 있으니 신중함을 기하는 건 중요하다고 봅니다. "
23,빅마마피자,funda,1007P2PINVEST,8,12088,2016. 05. 19.,4.25,4,4,4,5,"다른 p2p업체들에 비해 수익률은 상대적으로 약간 낮은 것 같네요.  그래도 대출받는 업체를 직접 확인하고 투자할 수 있어서 안심이 되더라고요.

그리고 개선사항이라던지 불편한 점을 건의하면 빨리 적용해줘서 서비스 신뢰도가 타 업체에 비해 높은 편입니다."
24,빅마마피자,funda,1007P2PINVEST,8,12089,2016. 05. 18.,5.0,5,5,5,5,처음하는거라 직접 찾아가서 면담했네요. 퇴근 후에 밤 늦게 10시쯤 갔는데도 계시더라고요. 아직 p2p투자에 대해서 공부할게 많지만 꾸준히 이용해보려 합니다.
25,빅마마피자,funda,1007P2PINVEST,8,12090,2016. 05. 18.,5.0,5,5,5,5,"처음이라 잘 몰라서 전화로 상담받았는데 되게 잘 설명해주셔서 감사합니다.
상담 듣고 투자했는데 투자수익 올리려면 앞으로 꾸준히 분산투자 해야겠네요.
무엇보다 가게 위주로 투자상품이 열리니깐 투자 전에 찾아가보고 눈으로 확인할 수 있어서 좋았습니다."
26,빅마마피자,funda,1007P2PINVEST,8,12091,2016. 05. 18.,5.0,5,5,5,5,"펀다 통해서 처음 P2P금융을 알게되었는데 수익률 대비 리스크도 적은 것 같고 좋네요~

설립된지 오래되지 않아서 아직 개선점은 있지만 불편사항들에 대해 발빠르게 대응하는 모습이 굉장히 신뢰가 갔습니다~

앞으로도 좋은 서비스 기대하겠습니다 ^^"
27,빅마마피자,funda,1007P2PINVEST,8,12092,2016. 05. 18.,5.0,5,5,5,5,"P2P금융 업체들 중에서 소상공인들에게 집중하는 펀다의 사업모델이 차별화되서 좋은 것 같습니다. 그리고 이번 상품 같은 경우 제가 먹어본적이 있는 음식점이라서 더 신뢰가 생겼습니다. 투자자 입장에서 이 업체가 투자기간동안 망할리 없다는 것에 대한 자세한 정보를 더 많이 투명하게 주면 좋을것 같고, 투자기간에도 업데이트 소식 계속 알려주면 좋을것 같아요"
28,빅마마피자,funda,1007P2PINVEST,8,12093,2016. 04. 27.,5.0,5,5,5,5,요즘 같이 경기가 좋지 않을때는 투자할만한 곳을 찾기가 어렵죠 하지만 핀다에서 제공하는 정보를 꼼꼼히 살펴보시고 투자를 한다면 좋은 성과를 얻을 수 있을거라 생각합니다 앞으로도 투자 할 수 있는 꿀 정보를 많이 볼 수 있기를 바라고 응원하겠습니다  아자  아자  화이팅^^
29,경기 남양주 금곡리 반도유보라,together,1008P2PINVEST,1,12094,2016. 10. 14.,4.5,4,4,5,5,"1. 채권매입보증,대신저축은행 질권설정, 연대보증등 각종 투자자보호수단이  있어 채권이 부도날 확률이 거의 없다. 
2. 혹시나 부도날것을 대비하여 최소투자금액이 10만원이라 분산 투자가 가능하다.
3.투자자보호수단이 지켜진다면  수수료를 부담 하더라도 안전하게 투자할 만한 p2p 업체라고 사료됨.
4. 상시이벤트로 추천인코드로 가입시키면 7천원 리워드 해주는 부분이 맘에듬 - p2P업체의 마케팅용으로 뿌리는 리워드는 고객의 입장에서는 27.5 % 의 국가에 바치는 고리를 경감 시킬수 있는 유일한 수단임

"
30,개별채권 1호,honestfund,1017P2PINVEST,12,12243,2016. 11. 08.,5.0,5,5,5,5,"현재 아마 유일하게 100개 이상 채권으로 묶인 P2P포트폴리오 상품으로 알고 있습니다. 3호부터 현재 10호까지 계속 투자하고 있는데, 수익률도 대략 10%로 유지되고 있고 채권수도 100개정도 되서 수익성이나 안정성 모두 만족 하고 있습니다."
31,개별채권 1호,honestfund,1017P2PINVEST,12,12244,2016. 07. 29.,5.0,5,5,5,5,"어니스트펀드의 이번 투자상품은 특히 좋더라구요.
수익률도 좋고, 상품설명서에 실질세금도 있고, 지금까지의 부도/연체 채권의 정보도 생각했던 것보다 매우 만족스럽습니다. 투자현황 보는 것도 달력 모양으로 되어 있어서 참 편리해진 것 같아요. 매우 만족합니다."
32,개별채권 1호,honestfund,1017P2PINVEST,12,12245,2016. 07. 01.,3.5,4,2,4,4,"어니스트 펀드에 투자를 진행했습니다. 처음엔 어플로 진행하려했는데 추천인 코드 입력이 돼지 않아서 다시 PC로 진행했습니다. 그 부분이 조금 불편했지만, 금리 부분 등에는 만족합니다. "
33,개별채권 1호,honestfund,1017P2PINVEST,12,12246,2016. 05. 20.,3.25,4,3,3,3,"먼저 제 투자상황을 말하면,2월부터 투자를 시작했고 약 800만원 정도 입니다. 저는 소액으로 쪼개서 거의 최소금액을 분산투자하고 있습니다. 어니스트펀드 이외에도 펀다, 빌리, 테라펀딩도 진행하고 있습니다. 그런 상황에서 어니스트펀드도 그 중 한 곳입니다. 어니스트펀드는 처음 투자를 할때 신한은행 계좌에 대한 가이드가 별로 없어 처음에 애를 먹었습니다. 그 외에는 별 문제가 없어 이번 5호에도 투자하게됐습니다. P2P투자가 금리 좋은 건 다아니, 추천합니다. 
"
34,개별채권 1호,honestfund,1017P2PINVEST,12,12247,2016. 05. 20.,4.5,4,4,5,5,"여러가지 투자상품을 찾아보던 중, 핀다를 통해 알게 된 어니스트펀드를 이용해보자 하는 생각을 하였습니다. 기존 은행창구를 이용한 펀드나 보험은 가입해본 경험이 있었지만 온라인을 통한 투자는 처음 해보는 것이여서 괜찮을까 하는 걱정도 있었고, 안내대로 투자를 진행했을때 기존 투자경험에 비해 너무 단순한 과정때문에 '아... 이래도 괜찮을까 뭔가 좀 불안한데...' 하는 생각을 했습니다. 결국 미심쩍은 부분은 직접 전화를 해서 상담직원분께 도움을 받았는데 굉장히 친절하게 하나하나 잘 설명해 주셔서 안심하고 투자할 수 있었고 지금은 오히려 은행방문을 통한 투자보다는 온라인을 이용한 투자가 편하며, 매월 상환금과 포트폴리오 내 채권 상태를 알려주는 이메일을 받으면서 상환상태를 모니터할 수 있다는 것을 큰 장점으로 생각하고 서비스에 만족하고 있습니다. ^^ "
35,개별채권 1호,honestfund,1017P2PINVEST,12,12248,2016. 05. 19.,3.0,3,3,3,3,"올 초부터 P2P투자를 소소하게 진행하고 있습니다. 어니스트펀드 포트폴리오에 투자를 한 배경은 지난 번 타업체에서 부실사례가 일어났기 때문입니다. 신용대출채권이었는데, 그 이후로는 신용대출 채권에는 투자를 진행하지 않기로 했습니다. 그런 배경에 어니스트펀드 포폴5호에 투자하게 됐습니다. 상환과정은 지켜봐야할 것 같습니다.  "
36,개별채권 1호,honestfund,1017P2PINVEST,12,12249,2016. 05. 17.,5.0,5,5,5,5,"서울머니쇼에 참여한다고 해서 직접가서 궁금한 부분을 물어봤었는데, 그 때 많은 부분을 해소했고 투자결정을 하였습니다. 다만 다른업체들보다 홈페이지에서 제공하는 정보나 디자인이 좀 부족한 감이 있습니다. 점차 개선될꺼라고 생각합니다"
37,개별채권 1호,honestfund,1017P2PINVEST,12,12250,2016. 05. 11.,3.5,4,4,3,3,업체가 할 수 있는 최선은 하시는거 같지만 정부 주도의 법적인 안정장치가 없는게  불안감을 갖게해요. 게다가 아직 세금도 너무 높게 돼있구요. 분산투자면에서 소액투자는 고려해볼만 합니다.
38,개별채권 1호,honestfund,1017P2PINVEST,12,12251,2016. 05. 08.,3.25,4,4,2,3,"어니스트펀드 2호 상품에 투자했습니다. P2P는 요새 화두다 보니 금리는  확실히 매력적이었습니다. 하지만,  계좌를 따로 개설해서 돈을 보내야한다는 점은 불편했습니다. 그런 부분에 대한 가이드라인이 조금 더 확실히 있었으면 하는 생각이 듭니다. "
39,개별채권 1호,honestfund,1017P2PINVEST,12,12252,2016. 04. 22.,4.0,5,5,3,3,"핀다에서는 모든 P2P 상품을 한 눈에 볼 수 있다는 점이 만족 스러웠습니다.
어니스트펀드는 모바일에서도 쉽게  상품가입이 가능해 만족 스러웠습니다."
40,개별채권 1호,honestfund,1017P2PINVEST,12,12253,2016. 04. 21.,5.0,5,5,5,5,"포트폴리오 1호부터 4호까지 소액이지만 모두 투자했습니다.
일단 신한은행에서 투자 받은 기업이라 믿음이 가고, 콜센터도 굉장히 친절하고 꼼꼼하게 안내를 해 주더라구요.
1호는 벌써 4회까지 상환완료되었고, 2호도 2회까지 상환 완료되었네요. 3호는 1번 상환완료된 상황이고, 4호는 첫 상환일이 5/9이네요. 
어니스트펀드는 앞으로도 꾸준히 투자해 볼 예정입니다~"
41,개별채권 1호,honestfund,1017P2PINVEST,12,12254,2016. 04. 20.,3.75,3,4,4,4,"5개월째 현 300개 업체를 투자하고 있습니다. 포트폴리오 형식과 개인을 병합해가면서 투자중인데요. 처음에는 많이 망설였습니다. 업체가 부도가 난다면, 저가 투자한돈이 다 잃으니까요. 하지만 5개월째 연체는 없었으면, 세후 연  6 ~ 7프로 정도 이익을 얻고 있습니다. 나쁘지 않은 투자 방법이라 자세히 확인해보시고, 투자해도 나쁘지 않을듯합니다. "
42,제33호 서울 강서구 방화동 오피스텔 및 상가,sodit,1156P2PINVEST,5,13907,2016. 11. 10.,4.0,4,3,4,5,"재테크 해답은 부동산이 갑이라 생각했었고 분양 열풍때마다 열심히 발로 뛰어다녔습니다. 근데 재테크 방법이 부동산만 있는게 아니더군요. 인터넷 검색해보니 p2p금융, 전당포투자, 크라우드펀딩 등 많이 있는거 같습니다. 일단 재테크의 기본인 안전하게 굴릴 수 있는 투자처를 찾는게 핵심인거 같습니다. 몇 일전에 소딧 강연회 참석해서 이것저것 물어보고 현황도 파악했고  일단 경매 관련 내용을 쉽게 설명해주어서 이해하기 쉬웠고 소딧 상품이 원금 손실이 일어나는게 오히려 어렵다는 것을 알게 되었습니다. 보호장치도 마련해놓았고 뭐 등등 강연회 이후에 소액으로 첫 투자 결정했고 점차 투자금 늘려나갈 계획입니다. 이번 투자를 기점으로 여기저기 분산투자하면서 재테크 잘해볼 계획 입니다. 좋은곳 있으면 공유해드릴께요. 화이팅하세요"
43,제33호 서울 강서구 방화동 오피스텔 및 상가,sodit,1156P2PINVEST,5,13908,2016. 11. 02.,4.5,4,4,5,5,주변에서 P2P금융상품에 대해서 추천을 해줘서 알아가던 중 투자한 업체 다른 곳은 대부분 상품에 대해 물어보면 기계적인 대답을 해줬는데 이 업체는 꼼꼼하게 설명해줘서 투자를 결정하게 되었어요. 그래도 내 돈을 누구에게 빌려주는 건데 많이 따져봐야 되지 않을까..이자도 받고 원금 상환되는거 보고 더 많은 리뷰를 공유할께요.. 그리고 부동산에 대해 공부좀하면 소딧 상품에 대해 이해가 더 많이 갈꺼 같네요. 투자하게 되면서 부동산 책하나 구입했네요. 다른 분들도 꼼꼼하게 비교하고 투자하세요. 그럼 이만. 다들 부자되자구요
44,제33호 서울 강서구 방화동 오피스텔 및 상가,sodit,1156P2PINVEST,5,13909,2016. 10. 11.,4.75,5,4,5,5,"적금이 너무 수익이 안나서 p2p투자를 알아보다 투자한곳. p2p에도 종류가 다양하다는 것이 머리를 아프게했으나 일반  p2p투자보단 부동산 담보가 있는 것이 안전하다고 판단했음. 적금만 해오던 나같은 안전주의자는 여기랑 잘 맞을 듯. 원금 보장 수단이 일단 맘에 들었음. 담보된 부동산 부실되면  매입할 회사가 있고 직접 연대보증도 하고 있음.  3개월짜리 투자라 원금 회수도 비교적 빠름. 앞으로 목돈 생길때 마다 짧은 상품에는 투자할 예정임. 

"
45,제33호 서울 강서구 방화동 오피스텔 및 상가,sodit,1156P2PINVEST,5,13910,2016. 10. 07.,4.75,5,4,5,5,나름 부동산 투자 공부를 하고 이익을 보기도 하고 손해도 보기도 했습니다.  부동산 관련 이해도가 높은 지인과 소딧 상품에 대해 이야기를 나눠보면 이건 안전빵이다 라는 결론이 나오네요. 고객센터에 전화를 걸어 상품에 대해 구체적으로 질문을 했더니 20분간 강의를 해주시네요. 결론은  적금이랑 예금에 넣을 돈을 모두 소딧에 투자하고 있네요. 모두 성투하세요~
46,제33호 서울 강서구 방화동 오피스텔 및 상가,sodit,1156P2PINVEST,5,13911,2016. 07. 21.,4.75,4,5,5,5,"테라펀딩을 주로 하다가 너무 빠른 마감때문에  부동산관련P2P 중 비슷한 업체를 알아 보든 차에 소딧을 만나게 되었다. 투게더앱스도 알아 보았다.
아직 시작 한지 얼마 되지 않아 입금편의성을 위한 가상계좌 및  금융기관과의 연계등이 없어서 직접 소딧계좌에 입금하여 투자를 하였다.
현재  농협과 협의 중에 있고 다음달 중으로 완료 된다고 한다
초기라서 수수료가 없어서 테라펀딩 년 1.2% , 투게더 2% 의 비용을 부담하지 않아도 되어 같은 14%라도 수익률이 더 높다. 또한 여름휴가비 행사로 이자를 소딧의 자금으로 선지급  해주고 있다.
비교적 자세하게 정보를 공개 하고  있으며 초보자도 쉽게 부동산 전문 용어를 익힐수 있도록 설명을 덧붙이고  부도가 났을때  대응 방안 및 절차 등을 비교적 상세히 기술 하고 있다.  평가가 5단계로 세부적이고 종합평가에서 안심 할수 있다는 것을 느꼈다.  매입보증제도가 있어 부도가 발생 했을때  부도채권을 채권매입업체에 넘기고 정상원금과 이자를 주는 것으로 설명 한다.  투게더앱스도 같은 제도를 수수료를 부담하고 좀더 안전성을 강조하는 느낌이었지만 매입보증제도가 있는데로 불구하고 현재 수수료가 없으므로 수익률이 높아 매리트가 있다고 하겠다.  

"
47,펀듀 37호,fundu,1169P2PINVEST,3,14088,2016. 11. 11.,4.0,4,4,5,3,"신입사원이 되고 나서야 제대로 재테크를 해봐야겠다고 생각을 했었는데 대학생 때도 소액으로 해보면 좋았을 걸 하는 생각이 들만큼 쏠쏠하네요~ 적금이 이자도 높지 않아서 우연히 펀듀를 알게되서 해봤는데 만족하고 있어요. 아직 큰 돈을 투자하지는 않았지만 여러 번 해보니까 공부도 되는 것 같고 좋아요. 펀듀에서 사실 자세하게 투자나 재테크, 금융관련 내용이 설명된 부분은 없어서 좀 아쉬웠는데 일단 홈쇼핑 광고주에 분산투자를 하니 믿음도 가요. 요새 홈쇼핑도 호황이라고 하니 다른 분들도 한 번 생각해보시면 좋을 것 같은 곳입니다.!"
48,펀듀 37호,fundu,1169P2PINVEST,3,14089,2016. 11. 11.,4.5,5,3,5,5,"8퍼센트, 빌리, 테라펀딩 등에 비해 사이트가 불편하긴 하였으나 늦은 시간과 휴일에도 친절하게 응대해주시는 부분이 마음에 들었습니다."
49,펀듀 37호,fundu,1169P2PINVEST,3,14090,2016. 11. 10.,4.5,5,3,5,5,"P2P금융 투자를 카페 그리고 뉴스로만 접했던 저에게 펀듀는 다르게 다가왔습니다. 사실 사이트를 보았을 때는 뭐지 이건..하는 생각이 들었으나 그 동안 진행되었던 내역을 보았을 때 아직 알려지지 않은 숨겨진 '알짜' 라는 생각이 들었습니다. 

특히, 밤 늦게 문의 했어도 친절하게 전부 답변해주시는 대표님에 다른 곳과 다르다는 것을 느꼈고, 밤 늦게 사이트 사용에 불편했던 부분이 다음날 바로 개선되어 적용된 점을 보고 소액이지만 투자하게 되었습니다.

벌써 세번째 투자인데 뒤늦게 이런 이야기를 적네요. 
앞으로 계속 개선 되겠지만, 사이트가 개편되어 더 빠르고 쉽게 투자 할 수 있으면 좋겠습니다.

가족하고 함께 할 수 있는 시간을 만들어준 펀듀 감사합니다.
"
